month,avg_alive,avg_deaths,avg_births,avg_males,avg_females,avg_mature,avg_pregnant,std_alive
495,2814.91,684.74,676.56,1404.21,1410.70,638.39,149.62,629.81
496,2806.73,691.39,664.56,1400.31,1406.42,633.07,148.02,624.31
497,2779.90,674.79,664.81,1386.75,1393.15,629.44,147.66,623.15
498,2769.92,677.02,658.16,1384.03,1385.89,628.64,146.71,624.00
499,2751.06,670.72,658.64,1375.82,1375.24,622.35,146.55,612.43
500,2738.98,669.94,654.56,1367.76,1371.22,619.54,145.40,609.77
501,2723.60,666.34,641.47,1361.04,1362.56,617.53,142.99,603.07
502,2698.73,657.49,640.77,1351.17,1347.56,613.27,143.05,597.15
503,2682.01,652.57,635.80,1342.50,1339.51,612.18,141.02,594.04
504,2665.24,654.13,638.52,1331.24,1334.00,606.53,141.29,598.88
505,2649.63,647.13,632.62,1324.79,1324.84,600.95,140.59,603.35
506,2635.12,645.37,623.35,1317.12,1318.00,598.93,138.74,607.51
507,2613.10,640.50,632.18,1306.77,1306.33,593.19,140.20,592.60
508,2604.78,635.25,625.69,1303.67,1301.11,587.26,138.76,587.97
509,2595.22,632.69,628.85,1301.94,1293.28,585.41,139.54,580.03
510,2591.38,634.91,613.41,1299.38,1292.00,583.98,136.37,582.19
511,2569.88,626.25,619.93,1287.16,1282.72,580.87,137.80,574.46
512,2563.56,618.86,622.52,1283.44,1280.12,576.66,138.26,574.14
513,2567.22,622.70,606.39,1284.39,1282.83,574.51,134.36,572.76
514,2550.91,622.41,608.12,1273.08,1277.83,574.30,135.28,575.50
515,2536.62,621.28,603.69,1264.73,1271.89,571.66,134.53,584.22
516,2519.03,615.37,602.95,1257.76,1261.27,567.34,134.67,573.52
517,2506.61,609.03,595.62,1251.78,1254.83,564.71,132.31,578.69
518,2493.20,609.37,602.22,1246.57,1246.63,565.52,133.73,587.92
519,2486.05,608.72,592.60,1243.13,1242.92,559.04,132.01,587.46
520,2469.93,604.01,592.60,1235.64,1234.29,556.92,131.76,583.03
521,2458.52,599.19,579.90,1230.08,1228.44,552.70,129.30,589.50
522,2439.23,597.03,592.06,1219.15,1220.08,553.81,131.84,586.51
523,2434.26,590.45,588.36,1216.17,1218.09,547.99,131.01,590.44
524,2432.17,594.42,574.92,1214.70,1217.47,546.24,127.50,599.59
525,2412.67,591.71,573.34,1204.48,1208.19,543.62,127.47,596.63
526,2394.30,585.06,569.10,1197.11,1197.19,541.15,127.08,597.23
527,2378.34,579.08,565.22,1189.09,1189.25,536.35,126.02,588.17
528,2364.48,575.88,563.12,1182.97,1181.51,533.43,125.56,587.16
529,2351.72,574.64,563.07,1175.92,1175.80,530.63,124.48,586.87
530,2340.15,569.19,557.58,1168.37,1171.78,530.07,124.35,583.64
531,2328.54,568.19,563.16,1162.06,1166.48,527.01,125.31,585.71
532,2323.51,567.75,557.98,1162.36,1161.15,525.16,123.88,576.26
533,2313.74,558.78,550.07,1156.74,1157.00,521.33,122.51,576.11
534,2305.03,565.00,547.60,1151.03,1154.00,519.23,121.72,576.02
535,2287.63,556.90,545.80,1143.23,1144.40,517.29,121.45,572.15
536,2276.53,558.76,544.30,1138.92,1137.61,512.12,120.83,568.22
537,2262.07,548.47,539.95,1129.73,1132.34,509.42,120.49,566.46
538,2253.55,546.63,526.51,1126.06,1127.49,508.53,117.17,566.23
539,2233.43,546.73,533.41,1115.78,1117.65,505.92,118.49,565.61
540,2220.11,543.43,535.50,1109.67,1110.44,504.12,119.20,565.09
541,2212.18,541.39,529.53,1105.13,1107.05,500.44,117.98,556.85
542,2200.32,535.29,520.01,1099.12,1101.20,497.41,115.65,558.27
543,2185.04,534.03,518.20,1090.61,1094.43,494.80,115.29,559.36
544,2169.21,529.17,519.50,1082.18,1087.03,490.82,115.30,550.88
545,2159.54,529.62,508.62,1078.76,1080.78,487.07,112.67,552.09
546,2138.54,522.04,514.84,1071.49,1067.05,484.86,114.63,552.17
547,2131.34,517.89,510.36,1068.43,1062.91,483.45,113.36,556.08
548,2123.81,520.38,503.92,1062.48,1061.33,480.09,111.74,559.95
549,2107.35,515.05,498.21,1053.38,1053.97,474.95,110.76,560.50
550,2090.51,512.46,506.21,1045.90,1044.61,473.96,112.50,554.23
551,2084.26,507.10,499.43,1040.67,1043.59,470.25,111.16,552.04
552,2076.59,505.14,496.27,1036.19,1040.40,468.36,110.13,556.39
553,2067.72,504.36,491.45,1033.63,1034.09,466.00,109.27,551.69
554,2054.81,499.92,488.62,1029.71,1025.10,460.27,108.72,548.38
555,2043.51,497.86,487.01,1024.07,1019.44,460.50,108.15,549.46
556,2032.66,496.72,486.63,1017.08,1015.58,458.93,108.10,544.49
557,2022.57,494.88,483.76,1011.63,1010.94,457.76,107.54,542.95
558,2011.45,491.04,481.60,1006.89,1004.56,455.32,107.13,535.39
559,2002.01,487.18,482.14,1002.59,999.42,451.50,106.78,534.81
560,1996.97,489.71,478.93,1001.36,995.61,450.63,106.28,530.09
561,1986.19,481.07,480.80,995.24,990.95,447.95,106.60,531.44
562,1985.92,486.64,474.52,994.36,991.56,445.71,105.45,534.12
563,1973.80,480.74,470.05,986.15,987.65,442.21,104.17,532.15
564,1963.11,477.83,462.01,978.08,985.03,439.45,103.02,530.73
565,1947.29,476.19,465.97,971.27,976.02,440.40,104.05,529.17
566,1937.07,469.88,460.31,967.98,969.09,436.38,102.57,527.74
567,1927.50,468.90,461.35,962.96,964.54,437.85,102.54,529.16
568,1919.95,469.14,460.87,958.18,961.77,436.34,102.35,524.50
569,1911.68,462.68,455.63,951.88,959.80,433.54,101.14,531.40
570,1904.63,468.63,450.91,949.27,955.36,430.68,99.94,540.32
571,1886.91,459.19,450.37,942.16,944.75,426.51,99.47,541.66
572,1878.09,459.60,453.40,936.90,941.19,424.84,100.80,535.48
573,1871.89,455.80,439.59,934.86,937.03,422.89,98.05,537.06
574,1855.68,453.70,445.14,926.68,929.00,422.25,98.13,534.69
575,1847.12,450.89,446.93,923.94,923.18,419.67,98.97,527.37
576,1843.16,447.27,440.81,919.49,923.67,415.73,97.96,528.53
577,1836.70,446.86,435.88,918.92,917.78,413.44,96.58,526.05
578,1825.72,446.89,432.74,911.67,914.05,411.59,95.92,521.25
579,1811.57,443.08,427.71,903.76,907.81,410.63,94.85,517.34
580,1796.20,436.88,429.77,894.12,902.08,407.98,95.60,508.34
581,1789.09,439.69,428.34,890.59,898.50,405.43,94.85,509.23
582,1777.74,433.14,427.09,887.51,890.23,401.82,94.66,511.16
583,1771.69,433.97,425.50,884.04,887.65,397.85,94.90,512.33
584,1763.22,425.89,416.35,880.01,883.21,397.02,92.08,503.47
585,1753.68,427.15,420.86,876.02,877.66,395.41,93.76,501.62
586,1747.39,426.42,415.68,871.90,875.49,393.61,92.25,500.65
587,1736.65,423.39,413.11,864.28,872.37,392.83,91.71,498.64
588,1726.37,421.17,403.05,860.58,865.79,389.86,89.87,495.84
589,1708.25,417.02,406.79,851.52,856.73,390.19,90.89,494.93
590,1698.02,412.77,410.56,848.52,849.50,385.92,91.49,492.49
591,1695.81,415.74,404.42,844.58,851.23,384.73,89.66,495.31
592,1684.49,412.01,404.77,840.23,844.26,383.03,89.85,492.97
593,1677.25,409.48,402.43,836.89,840.36,380.40,89.38,480.07
594,1670.20,408.33,399.50,834.14,836.06,374.66,88.56,479.09
595,1661.37,403.46,394.88,830.22,831.15,371.57,87.63,478.53
596,1652.79,401.87,398.67,825.48,827.31,372.63,88.41,474.49
597,1649.59,399.66,386.08,821.68,827.91,369.57,85.68,476.05
598,1636.01,398.53,389.79,814.72,821.29,369.49,86.91,474.24
599,1627.27,397.17,387.64,810.00,817.27,368.48,86.50,480.06
600,1617.74,392.95,384.85,806.96,810.78,365.74,85.72,477.10
601,1609.64,393.42,381.93,805.08,804.56,363.63,84.84,467.48
602,1598.15,389.72,382.07,799.68,798.47,363.16,84.97,464.69
603,1590.50,391.48,382.90,795.71,794.79,359.73,85.16,461.18
604,1581.92,384.09,377.50,790.37,791.55,358.31,83.83,458.05
605,1575.33,384.09,379.91,786.89,788.44,357.18,84.60,463.23
606,1571.15,385.29,372.95,784.83,786.32,354.07,83.08,461.59
607,1558.81,377.92,365.21,779.48,779.33,352.24,81.59,462.29
608,1546.10,376.78,362.36,772.95,773.15,349.42,81.01,459.37
609,1531.68,376.03,365.63,765.65,766.03,347.76,81.51,453.92
610,1521.28,371.80,365.27,761.77,759.51,346.90,80.84,449.98
611,1514.75,369.40,363.92,757.76,756.99,344.11,80.97,443.75
612,1509.27,367.57,368.61,757.80,751.47,342.88,81.84,449.16
613,1510.31,370.04,365.01,758.32,751.99,340.69,80.90,448.49
614,1505.28,368.12,358.42,755.48,749.80,337.83,79.58,448.25
615,1495.58,364.43,358.79,749.99,745.59,335.90,79.73,454.73
616,1489.94,366.37,353.86,746.80,743.14,334.73,78.39,455.01
617,1477.43,361.05,350.95,741.42,736.01,330.38,78.06,449.86
618,1467.33,360.19,348.85,737.18,730.15,330.02,77.58,449.27
619,1455.99,356.34,353.16,728.10,727.89,330.85,78.58,451.90
620,1452.81,353.47,344.61,728.57,724.24,327.11,76.74,448.98
621,1443.95,352.06,345.57,723.87,720.08,326.99,77.34,449.38
622,1437.46,350.20,347.42,718.17,719.29,324.03,77.08,446.27
623,1434.68,349.96,342.24,718.34,716.34,321.90,76.19,448.21
624,1426.96,345.67,339.58,712.46,714.50,320.10,75.12,446.54
625,1420.87,344.91,338.24,711.04,709.83,321.21,75.11,444.88
626,1414.20,342.20,341.82,707.10,707.10,319.59,76.05,445.16
627,1413.82,345.60,335.17,707.63,706.19,318.47,74.57,452.50
628,1403.39,341.30,338.02,701.90,701.49,318.81,75.22,448.38
629,1400.11,342.80,333.82,700.41,699.70,318.27,74.21,450.77
630,1391.13,341.53,328.59,694.38,696.75,314.71,73.21,451.49
631,1378.19,335.29,327.75,689.45,688.74,310.59,73.06,452.95
632,1370.65,334.62,326.36,684.98,685.67,310.53,72.60,448.33
633,1362.39,331.21,328.09,682.53,679.86,308.59,72.77,447.98
634,1359.27,330.58,331.74,679.87,679.40,306.96,73.21,450.95
635,1360.43,332.53,321.44,679.11,681.32,306.72,71.72,452.31
636,1349.34,327.82,325.26,672.88,676.46,304.09,72.20,446.12
637,1346.78,329.53,316.98,670.95,675.83,301.17,70.51,449.24
638,1334.23,326.91,313.21,664.29,669.94,297.52,69.46,446.83
639,1320.53,323.26,306.44,656.17,664.36,296.84,68.24,444.72
640,1303.71,318.90,314.45,648.81,654.90,297.20,70.06,436.05
641,1299.26,317.24,310.11,647.46,651.80,294.77,68.67,427.95
642,1292.13,313.89,301.14,645.27,646.86,294.39,67.05,426.82
643,1279.38,311.51,306.66,639.53,639.85,292.29,68.27,423.54
644,1274.53,310.71,305.76,636.26,638.27,290.99,67.85,415.64
645,1269.58,309.83,306.24,632.53,637.05,287.69,68.35,414.64
646,1265.99,309.28,300.21,632.23,633.76,285.21,66.75,412.52
647,1256.92,306.54,296.14,627.44,629.48,282.37,65.84,413.90
648,1246.52,302.83,304.40,622.24,624.28,281.90,67.12,416.33
649,1248.09,304.55,294.64,624.71,623.38,280.78,65.16,414.50
650,1238.18,303.33,300.34,619.14,619.04,278.82,66.93,413.27
651,1235.19,300.22,298.22,616.58,618.61,278.29,66.03,415.55
652,1233.19,300.46,295.74,616.79,616.40,276.47,65.84,419.15
653,1228.47,302.55,290.41,614.27,614.20,273.50,64.59,418.68
654,1216.33,297.68,283.84,606.94,609.39,272.67,63.33,412.75
655,1202.49,294.13,284.60,600.94,601.55,272.46,63.32,413.95
656,1192.96,291.28,285.23,595.31,597.65,271.18,63.18,406.11
657,1186.91,291.83,290.03,591.05,595.86,269.89,64.10,410.22
658,1185.11,289.86,280.77,591.75,593.36,268.80,62.28,411.78
659,1176.02,286.34,289.62,589.12,586.90,266.47,63.97,407.23
660,1179.30,291.37,278.12,591.98,587.32,263.86,61.96,407.49
661,1166.05,282.62,276.65,583.43,582.62,261.16,61.78,401.64
662,1160.08,283.25,272.29,579.97,580.11,259.14,60.47,405.24
663,1149.12,279.56,273.09,574.64,574.48,258.63,60.66,404.22
664,1142.65,277.13,280.67,571.97,570.68,258.51,62.16,398.39
665,1146.19,278.32,278.84,571.66,574.53,259.34,62.18,401.63
666,1146.71,280.72,271.79,574.36,572.35,258.63,60.20,402.02
667,1137.78,276.11,266.68,570.19,567.59,257.89,59.28,401.88
668,1128.35,272.56,270.34,565.54,562.81,254.61,60.26,401.81
669,1126.13,276.96,265.46,563.74,562.39,254.01,58.88,406.01
670,1114.63,273.93,266.75,557.04,557.59,252.85,59.33,408.61
671,1107.45,269.67,268.60,553.70,553.75,251.59,59.87,410.06
672,1106.38,268.84,268.36,552.49,553.89,249.20,59.34,409.76
673,1105.90,269.90,262.53,551.90,554.00,248.14,58.24,408.37
674,1098.53,266.99,261.60,548.81,549.72,246.90,58.37,411.08
675,1093.14,267.54,257.61,546.74,546.40,244.39,57.14,404.48
676,1083.21,264.75,261.45,542.36,540.85,243.38,58.03,395.73
677,1079.91,264.29,256.76,539.66,540.25,243.79,57.41,394.18
678,1072.38,264.81,260.12,535.11,537.27,243.80,57.99,391.74
679,1067.69,261.21,250.21,531.50,536.19,239.53,55.60,387.09
680,1056.69,256.62,250.81,528.21,528.48,238.82,55.68,390.64
681,1050.88,256.32,245.19,524.86,526.02,237.41,54.54,393.31
682,1039.75,251.95,245.85,520.35,519.40,237.38,54.39,395.83
683,1033.65,252.06,248.07,516.15,517.50,236.47,55.10,394.90
684,1029.66,249.68,247.28,515.09,514.57,235.51,55.10,384.31
685,1027.26,249.78,248.85,512.87,514.39,235.82,55.37,383.35
686,1026.33,250.20,244.27,511.95,514.38,232.83,54.39,383.91
687,1020.40,249.25,237.20,508.99,511.41,231.09,52.91,382.81
688,1008.35,245.47,238.84,504.20,504.15,229.49,53.06,383.83
689,1001.72,245.78,244.58,499.20,502.52,227.68,54.40,381.74
690,1000.52,243.70,236.61,500.82,499.70,225.14,52.62,381.13
691,993.43,242.71,233.77,495.94,497.49,224.93,52.14,377.03
692,984.49,242.42,236.45,491.69,492.80,221.75,52.58,373.00
693,978.52,238.01,227.44,489.00,489.52,220.01,50.80,375.41
694,967.95,234.96,231.18,485.67,482.28,219.62,51.18,374.29
695,964.17,235.32,231.02,483.03,481.14,219.99,51.06,371.31
696,959.87,233.78,230.48,477.97,481.90,218.96,51.24,363.44
697,956.57,233.86,227.40,477.82,478.75,216.84,50.62,359.48
698,950.11,233.42,230.07,474.71,475.40,217.41,51.35,357.46
699,946.76,230.69,226.39,471.22,475.54,214.06,50.53,357.28
700,942.46,228.37,226.10,470.57,471.89,212.49,50.20,360.75
701,940.19,230.50,225.39,470.07,470.12,211.90,50.18,361.87
702,935.08,228.51,223.60,469.52,465.56,210.24,49.55,360.72
703,930.17,227.02,216.42,464.61,465.56,208.79,48.03,358.79
704,919.57,224.36,214.99,459.00,460.57,208.16,47.90,352.68
705,910.20,221.09,217.33,452.54,457.66,207.63,48.15,357.05
706,906.44,222.53,219.63,450.74,455.70,207.19,48.77,359.01
707,903.54,218.32,214.18,449.28,454.26,205.55,47.88,359.94
708,899.40,219.58,218.77,447.99,451.41,205.52,48.20,357.82
709,898.59,220.38,215.63,449.52,449.07,203.30,47.93,353.63
710,893.84,216.78,212.95,446.28,447.56,200.18,47.38,353.11
711,890.01,217.75,209.94,443.64,446.37,201.73,46.62,350.44
712,882.20,215.25,215.25,440.90,441.30,200.06,47.55,348.19
713,882.20,214.27,205.73,440.09,442.11,197.21,45.70,347.26
714,873.66,213.19,202.65,437.19,436.47,197.02,45.22,348.26
715,863.12,212.10,202.92,432.54,430.58,197.21,45.17,343.18
716,853.94,207.64,207.49,427.90,426.04,195.29,46.40,341.89
717,853.79,208.54,207.81,428.66,425.13,194.26,46.49,339.74
718,853.06,208.24,205.56,428.35,424.71,193.71,45.67,341.41
719,850.38,208.73,206.44,426.77,423.61,192.61,45.70,341.94
720,848.09,206.22,199.04,426.59,421.50,190.14,44.12,342.94
721,840.91,205.01,194.63,423.64,417.27,186.30,43.02,344.28
722,830.53,202.80,195.60,418.20,412.33,186.09,43.41,336.12
723,823.33,201.70,196.64,414.62,408.71,186.33,43.75,333.69
724,818.27,202.20,199.05,410.46,407.81,186.32,44.38,334.82
725,815.12,198.18,197.73,407.95,407.17,185.45,43.97,333.61
726,814.67,195.87,195.97,407.93,406.74,183.03,43.74,335.54
727,814.77,200.40,196.04,407.89,406.88,182.65,43.68,332.38
728,810.41,199.20,192.59,403.99,406.42,182.08,42.91,332.51
729,803.80,195.38,189.05,401.33,402.47,180.62,41.78,328.95
730,797.47,194.93,187.31,398.84,398.63,180.35,41.68,328.66
731,789.85,192.31,197.47,395.80,394.05,180.19,43.47,322.18
732,795.01,192.92,189.11,397.78,397.23,177.99,41.87,328.20
733,791.20,193.17,189.19,397.16,394.04,177.57,41.79,326.76
734,787.22,192.45,183.08,395.30,391.92,177.03,40.78,326.00
735,777.85,188.17,186.43,390.60,387.25,175.69,41.58,324.64
736,776.11,188.29,185.60,391.15,384.96,174.58,41.09,327.39
737,773.42,189.66,184.19,389.17,384.25,175.21,41.01,325.22
738,767.95,186.75,186.76,384.11,383.84,175.13,41.63,328.16
739,767.96,187.72,185.32,384.62,383.34,174.43,41.19,325.18
740,765.56,186.55,183.18,382.43,383.13,172.76,40.64,321.59
741,762.19,183.76,181.83,379.93,382.26,171.80,40.57,318.59
742,760.26,186.20,180.03,380.26,380.00,171.28,39.89,324.44
743,754.09,184.76,181.30,376.88,377.21,169.31,39.99,328.09
744,750.63,183.99,178.48,376.63,374.00,168.14,39.80,332.57
745,745.12,179.93,176.16,373.47,371.65,168.12,39.04,328.54
746,741.35,179.24,177.06,370.80,370.55,167.51,39.43,322.21
747,739.17,180.76,174.79,369.18,369.99,167.60,38.97,323.78
748,733.20,179.47,175.19,366.65,366.55,166.28,38.93,321.97
749,728.92,179.14,174.60,365.60,363.32,165.21,38.99,324.20
750,724.38,177.56,176.93,363.07,361.31,164.47,39.36,325.96
751,723.75,175.99,173.89,363.70,360.05,163.21,38.78,328.06
752,721.65,177.49,171.92,362.36,359.29,162.08,38.22,333.21
753,716.08,175.12,171.36,359.67,356.41,159.30,38.13,328.81
754,712.32,174.23,167.30,356.44,355.88,157.46,37.00,322.23
755,705.39,170.67,165.57,353.57,351.82,157.75,36.70,318.44
756,700.29,172.82,166.15,350.61,349.68,157.85,36.99,316.91
757,693.62,169.59,173.13,347.32,346.30,157.41,38.27,315.85
758,697.16,169.31,168.43,348.76,348.40,157.26,37.44,314.74
759,696.28,170.16,165.81,349.02,347.26,157.78,36.88,317.97
760,691.93,169.04,167.46,347.06,344.87,156.32,37.02,317.26
761,690.35,168.59,164.71,346.44,343.91,154.97,36.54,315.31
762,686.47,167.79,163.88,345.72,340.75,153.64,36.69,315.97
763,682.56,166.78,163.15,343.28,339.28,152.49,36.35,315.54
764,678.93,167.13,165.36,341.94,336.99,152.34,36.70,317.34
765,677.16,164.46,160.62,339.47,337.69,151.50,35.72,318.29
766,673.32,164.84,161.16,337.57,335.75,151.77,35.81,311.77
767,669.64,162.79,165.82,335.59,334.05,152.06,36.43,308.93
768,672.67,161.56,163.07,336.30,336.37,150.91,36.23,310.86
769,674.18,165.32,162.22,336.90,337.28,150.32,36.05,308.58
770,671.08,164.13,161.71,335.29,335.79,150.76,35.79,305.85
771,668.66,160.80,155.50,333.89,334.77,149.77,34.52,303.73
772,663.36,162.28,158.96,330.46,332.90,149.06,35.18,305.96
773,660.04,161.76,158.35,329.51,330.53,149.22,35.09,303.07
774,656.63,158.42,154.69,328.78,327.85,148.16,34.49,301.95
775,652.90,160.32,159.84,328.25,324.65,148.59,35.55,303.33
776,652.42,160.14,158.93,327.69,324.73,148.04,35.32,304.59
777,651.21,158.59,153.02,326.14,325.07,145.32,33.98,299.81
778,645.64,158.11,159.26,322.17,323.47,145.10,35.22,302.93
779,646.79,157.96,151.08,323.91,322.88,144.29,33.79,305.07
780,639.91,156.40,149.35,321.51,318.40,143.15,33.42,298.69
781,632.86,153.77,151.31,318.38,314.48,143.30,33.50,302.22
782,630.40,155.21,152.28,316.42,313.98,144.12,34.06,300.60
783,627.47,153.70,149.66,313.28,314.19,143.03,33.22,299.38
784,623.43,151.54,152.01,311.31,312.12,142.91,33.82,299.39
785,623.90,154.26,146.99,312.48,311.42,142.15,32.69,297.73
786,616.63,152.16,146.46,308.63,308.00,139.47,32.23,299.41
787,610.93,149.15,142.75,305.18,305.75,136.71,31.65,302.04
788,604.53,148.56,145.64,302.80,301.73,136.68,32.32,299.50
789,601.61,146.30,145.39,301.82,299.79,135.66,32.12,300.26
790,600.70,145.00,146.68,301.56,299.14,136.16,32.72,307.26
791,602.38,146.39,148.03,300.54,301.84,136.14,32.83,306.34
792,604.02,146.77,142.36,301.30,302.72,134.81,31.57,312.09
793,599.61,145.66,142.17,297.78,301.83,134.25,31.71,308.88
794,596.12,146.83,142.32,296.09,300.03,134.27,31.44,311.52
795,591.61,145.40,140.95,293.51,298.10,132.75,31.29,304.43
796,587.16,144.10,135.27,292.70,294.46,131.81,30.35,307.23
797,578.33,141.75,139.85,288.25,290.08,132.21,31.03,305.82
798,576.43,141.35,142.63,287.80,288.63,131.69,31.54,304.57
799,577.71,141.78,141.55,287.82,289.89,130.69,31.43,304.84
800,577.48,139.37,135.21,289.31,288.17,129.43,30.21,307.14
801,573.32,140.23,135.25,289.58,283.74,127.22,30.04,303.29
802,568.34,136.98,135.76,287.44,280.90,126.61,30.22,298.14
803,567.12,139.36,135.49,287.16,279.96,126.69,29.96,297.96
804,563.25,138.57,136.95,281.93,281.32,126.08,30.40,294.15
805,561.63,136.11,137.67,282.28,279.35,126.73,30.41,294.09
806,563.19,137.11,134.89,281.40,281.79,126.19,29.98,297.08
807,560.97,135.61,133.27,280.41,280.56,125.27,29.52,297.46
808,558.63,136.72,135.08,279.57,279.06,125.37,30.03,295.41
809,556.99,135.06,132.61,277.70,279.29,123.20,29.57,292.38
810,554.54,135.06,132.39,278.52,276.02,123.72,29.52,291.09
811,551.87,134.95,130.18,276.13,275.74,124.43,28.71,290.35
812,547.10,134.19,129.51,275.07,272.03,123.67,28.94,287.87
813,542.42,132.49,126.56,271.65,270.77,122.18,28.07,287.26
814,536.49,132.22,129.82,267.99,268.50,122.94,29.06,281.21
815,534.09,131.61,131.11,266.37,267.72,121.49,29.10,279.13
816,533.59,130.49,126.25,265.42,268.17,119.97,27.74,280.98
817,529.35,129.80,124.39,262.34,267.01,119.25,27.64,284.36
818,523.94,126.52,128.09,260.76,263.18,118.93,28.31,281.83
819,525.51,126.70,125.18,262.04,263.47,117.77,27.97,284.13
820,523.99,128.50,123.60,262.35,261.64,117.40,27.51,278.77
821,519.09,125.29,124.15,259.96,259.13,117.56,27.66,273.79
822,517.95,126.83,123.62,259.36,258.59,117.80,27.61,275.08
823,514.74,124.44,123.38,257.92,256.82,114.80,27.56,271.30
824,513.68,122.91,120.90,257.47,256.21,114.58,26.59,275.89
825,511.67,125.54,125.37,255.52,256.15,116.01,27.81,276.27
826,511.50,126.80,123.02,255.46,256.04,115.53,27.06,276.40
827,507.72,124.34,122.05,252.99,254.73,115.24,27.28,273.51
828,505.43,124.43,116.75,252.96,252.47,113.90,25.82,272.55
829,497.75,120.65,119.36,248.28,249.47,112.96,26.21,264.72
830,496.46,119.87,119.55,246.39,250.07,112.13,26.57,267.75
831,496.14,120.57,115.35,244.85,251.29,111.95,25.74,266.49
832,490.92,119.24,119.24,243.21,247.71,112.69,26.42,270.76
833,490.92,117.84,116.67,243.92,247.00,111.78,25.93,274.15
834,489.75,117.63,116.16,244.06,245.69,111.54,25.99,277.17
835,488.28,119.95,114.26,243.43,244.85,111.24,25.64,273.86
836,482.59,117.50,113.55,240.33,242.26,111.24,25.04,270.29
837,478.64,115.60,115.54,239.59,239.05,109.11,25.63,266.76
838,478.58,116.25,116.83,241.53,237.05,109.24,25.95,266.67
839,479.16,117.76,114.07,239.51,239.65,108.98,25.36,268.10
840,475.47,116.89,115.69,237.77,237.70,107.40,25.75,268.26
841,474.27,115.04,110.95,238.66,235.61,106.00,24.71,272.58
842,470.18,114.04,112.93,236.05,234.13,105.28,25.04,267.94
843,469.07,113.17,114.89,236.32,232.75,105.86,25.55,267.31
844,470.79,114.41,118.41,236.58,234.21,106.74,26.31,270.67
845,474.79,116.43,113.19,238.19,236.60,106.01,25.12,277.99
846,471.55,114.84,109.51,237.05,234.50,105.23,24.40,273.04
847,466.22,114.32,112.10,234.11,232.11,104.97,25.05,270.08
848,464.00,113.38,112.79,232.03,231.97,104.24,24.78,276.27
849,463.41,113.20,109.69,231.36,232.05,103.53,24.07,279.36
850,459.90,113.45,110.91,228.63,231.27,103.59,24.64,275.33
851,457.36,112.43,108.32,228.72,228.64,102.54,24.15,272.03
852,453.25,111.42,106.41,226.84,226.41,101.25,23.54,269.22
853,448.24,108.75,109.22,223.39,224.85,101.22,24.19,266.82
854,448.71,108.98,108.98,222.40,226.31,102.03,24.12,263.62
855,448.71,109.49,106.69,221.73,226.98,101.42,23.80,265.29
856,445.91,109.39,105.69,220.78,225.13,101.59,23.34,265.24
857,442.21,107.74,106.90,219.59,222.62,100.31,23.59,264.53
858,441.37,107.15,103.33,219.32,222.05,99.03,23.00,264.25
859,437.55,105.67,107.47,217.47,220.08,99.12,24.01,261.90
860,439.35,106.16,105.69,217.47,221.88,99.95,23.45,262.68
861,438.88,108.44,105.18,215.56,223.32,100.41,23.24,260.50
862,435.62,106.09,102.88,214.25,221.37,98.68,22.92,257.89
863,432.41,105.33,98.95,213.95,218.46,97.95,22.03,257.65
864,426.03,105.00,101.00,210.24,215.79,97.25,22.47,259.81
865,422.03,103.03,98.94,208.83,213.20,95.97,22.16,260.59
866,417.94,101.71,94.70,207.29,210.65,95.92,21.03,254.60
867,410.93,100.64,96.00,204.98,205.95,95.21,21.43,253.27
868,406.29,97.86,101.74,201.92,204.37,94.89,22.48,253.03
869,410.17,98.61,94.12,203.26,206.91,93.35,20.72,254.28
870,405.68,98.95,99.06,200.67,205.01,93.79,21.95,253.29
871,405.79,99.51,98.65,202.05,203.74,93.03,21.68,261.39
872,409.02,99.77,95.06,204.24,204.78,92.07,21.06,258.74
873,404.31,98.09,94.90,203.03,201.28,91.34,21.13,255.55
874,401.12,97.20,95.52,199.41,201.71,91.12,21.16,256.88
875,399.43,97.38,94.42,198.45,200.98,90.66,21.10,253.85
876,396.47,96.31,96.31,197.44,199.03,90.12,21.28,245.71
877,396.47,96.93,92.62,196.82,199.66,90.47,20.79,252.72
878,392.16,95.80,92.02,195.08,197.08,89.02,20.79,251.57
879,388.38,94.86,96.33,193.87,194.52,88.99,21.49,253.80
880,389.86,94.70,91.35,195.17,194.69,88.45,20.29,255.30
881,386.52,93.33,92.74,192.06,194.45,86.77,20.54,256.01
882,385.92,93.83,90.15,191.98,193.94,86.19,20.03,257.65
883,382.24,93.65,91.28,189.47,192.77,85.10,20.09,258.19
884,379.88,93.85,88.86,188.51,191.37,84.73,19.57,256.42
885,374.89,91.85,88.11,185.81,189.08,84.37,19.62,252.90
886,371.15,90.03,89.76,184.53,186.63,83.81,19.79,250.28
887,370.88,90.63,89.28,184.84,186.04,84.20,19.79,249.18
888,369.54,91.99,89.47,184.61,184.93,84.49,19.79,250.79
889,367.02,89.29,88.40,183.18,183.84,82.67,19.72,254.47
890,366.13,90.04,87.60,183.52,182.62,82.56,19.41,254.03
891,363.69,89.20,88.91,183.08,180.61,81.96,19.71,250.07
892,363.39,89.00,83.48,182.19,181.20,81.08,18.46,249.19
893,357.88,86.77,84.96,180.19,177.69,79.88,18.86,246.09
894,356.07,85.14,86.88,178.35,177.72,80.57,19.30,243.12
